project_type,area_hectares,duration_years,baseline_emissions,expected_emission_reduction,location,emission_factor,carbon_credits_generated
biochar_production,207.94,18,1880.65,776.99,Arunachal Pradesh,1.76,3299
wetland_restoration,220.87,11,8085.19,999.54,Ladakh,1.77,5964
solar_power,155.84,5,2107.73,558.7,Manipur,1.21,1984
solar_power,480.65,5,4443.95,649.49,Telangana,1.27,2983
biochar_production,137.02,14,5228.04,935.16,Uttarakhand,1.91,5141
wetland_restoration,100.36,13,1058.2,155.41,Uttar Pradesh,1.41,756
wetland_restoration,83.12,13,5941.42,241.21,Arunachal Pradesh,1.31,2414
sustainable_agriculture,370.67,5,1602.19,441.93,Sikkim,0.5,923
carbon_sequestration,49.41,15,2015.96,477.42,Telangana,1.33,1875
afforestation,333.92,8,5368.24,454.06,Uttarakhand,1.79,3236
afforestation,70.99,6,5931.8,487.07,West Bengal,1.53,3270
solar_power,285.35,9,3600.44,734.79,Maharashtra,0.53,1859
biochar_production,336.69,17,7755.31,365.82,Himachal Pradesh,1.15,3168
green_building,333.93,14,5700.51,760.38,Sikkim,1.41,3854
reforestation,162.22,5,2249.83,255.27,Delhi,1.86,1625
solar_power,459.51,12,2743.9,301.55,Delhi,1.94,1993
reforestation,393.86,5,4417.5,472.74,Odisha,0.82,2101
green_building,170.95,16,7738.94,198.03,Madhya Pradesh,1.11,2761
electric_mobility,259.07,6,1020.42,212.0,Tamil Nadu,1.79,1065
reforestation,68.91,11,2645.34,150.01,Delhi,1.45,1229
geothermal_energy,306.04,11,4268.33,102.76,Rajasthan,1.79,1648
reforestation,468.64,13,2110.84,366.42,Ladakh,1.99,2092
wetland_restoration,69.62,14,8586.66,583.49,Chandigarh,1.14,3906
biochar_production,319.12,17,6452.02,597.56,Haryana,1.11,3262
geothermal_energy,417.67,9,1166.21,184.98,Jharkhand,1.01,724
biochar_production,473.89,13,4432.51,738.47,Karnataka,0.95,2733
reforestation,240.81,14,5909.01,174.56,Puducherry,0.76,2038
biochar_production,348.55,7,6967.63,699.58,Jharkhand,1.98,4861
electric_mobility,265.91,10,2895.25,850.67,Manipur,0.56,1821
geothermal_energy,388.58,9,4036.94,136.73,Madhya Pradesh,1.99,1755
geothermal_energy,228.45,9,4848.86,129.96,Sikkim,0.85,1676
wind_energy,215.5,16,4492.67,864.28,Karnataka,0.95,2990
reforestation,178.31,12,5588.91,543.51,Telangana,1.29,3079
solar_power,314.09,6,6622.59,496.66,Chhattisgarh,0.94,2920
green_building,96.38,13,4672.77,185.69,Kerala,1.54,1974
wind_energy,271.75,15,4496.95,431.86,West Bengal,1.38,2541
electric_mobility,241.58,14,6350.43,867.05,Lakshadweep,0.55,2859
electric_mobility,77.34,14,4025.05,450.05,Sikkim,0.61,1757
geothermal_energy,348.65,20,2760.19,813.17,Punjab,1.78,3723
green_building,316.51,11,7448.87,634.79,Odisha,0.58,2971
electric_mobility,198.61,13,2444.68,957.81,Puducherry,1.13,2898
reforestation,45.17,11,9638.59,450.45,Telangana,0.8,3612
wind_energy,472.99,9,9995.53,562.3,Chhattisgarh,1.0,4123
green_building,337.1,18,8999.73,317.14,Sikkim,1.17,3442
electric_mobility,46.72,14,1170.46,561.41,Haryana,0.51,924
reforestation,218.56,11,8014.16,926.89,Punjab,0.59,3498
geothermal_energy,361.53,10,4237.74,630.8,Tamil Nadu,0.7,2154
solar_power,123.41,9,7704.89,889.85,Nagaland,1.33,4678
wetland_restoration,122.69,15,3051.25,407.54,Kerala,1.24,1926
sustainable_agriculture,73.02,17,6189.37,824.95,Himachal Pradesh,0.93,3391
reforestation,199.32,12,1776.37,361.19,Bihar,1.7,1761
solar_power,100.8,18,2962.5,430.81,Arunachal Pradesh,1.85,2483
methane_capture,289.21,19,9922.62,789.68,Himachal Pradesh,1.59,5488
electric_mobility,286.16,11,1213.68,916.83,Tamil Nadu,1.68,3445
green_building,316.79,13,8093.43,814.09,West Bengal,1.82,5391
carbon_sequestration,230.77,13,7846.02,813.49,Odisha,1.8,5282
wetland_restoration,288.76,15,9262.23,316.18,Meghalaya,1.92,3993
wetland_restoration,16.42,8,7735.21,156.24,Andhra Pradesh,1.02,2639
green_building,105.83,14,7367.27,754.18,Uttarakhand,1.28,4141
solar_power,109.8,5,5288.96,961.69,Nagaland,1.71,4876
wind_energy,380.43,13,9434.07,927.89,Telangana,1.16,4983
electric_mobility,145.49,12,7971.24,207.8,West Bengal,0.51,2603
afforestation,442.06,12,7810.9,904.73,Odisha,1.93,5836
solar_power,203.97,11,4152.26,782.95,Mizoram,1.56,3688
biochar_production,196.53,13,1459.29,862.51,Puducherry,0.65,1559
carbon_sequestration,114.41,15,1931.21,951.52,Manipur,1.17,2806
wind_energy,289.41,15,6334.31,384.16,Andaman and Nicobar Islands,1.52,3068
solar_power,431.4,12,4074.85,421.96,Kerala,0.72,1830
afforestation,125.46,17,5525.83,443.66,Uttar Pradesh,1.69,3157
carbon_sequestration,64.09,6,7175.43,242.27,Haryana,1.46,2860
green_building,129.05,6,5380.03,879.75,Goa,1.93,5010
wetland_restoration,143.36,14,7800.0,461.95,Maharashtra,1.61,3827
solar_power,370.66,5,1289.84,878.47,Uttar Pradesh,1.21,2513
electric_mobility,314.75,14,2877.87,859.03,Chandigarh,1.17,2873
geothermal_energy,337.63,20,5629.63,199.43,Ladakh,1.59,2323
green_building,140.01,18,9115.7,691.82,Jammu and Kashmir,1.66,5032
afforestation,156.6,16,4348.45,881.33,Kerala,1.85,4565
geothermal_energy,249.3,12,7696.95,168.71,Maharashtra,0.83,2589
biochar_production,246.92,6,2583.7,781.75,Jammu and Kashmir,1.56,3214
geothermal_energy,263.45,12,8559.02,530.33,Mizoram,0.6,3204
afforestation,217.14,17,6193.89,769.37,Ladakh,0.78,3058
sustainable_agriculture,221.11,18,1782.63,745.64,Arunachal Pradesh,1.31,2488
methane_capture,297.08,19,9005.79,548.59,Rajasthan,1.19,4007
sustainable_agriculture,428.77,14,5961.24,594.85,Puducherry,1.84,3977
wind_energy,22.31,17,3993.34,259.79,Mizoram,0.95,1692
biochar_production,279.79,17,8439.81,684.1,Telangana,1.47,4543
sustainable_agriculture,231.28,5,1229.86,692.12,Haryana,1.99,3124
reforestation,58.85,11,9542.42,236.09,Mizoram,0.73,3207
green_building,265.22,7,3262.57,909.27,Ladakh,1.56,3816
electric_mobility,295.46,7,7531.6,636.06,Andaman and Nicobar Islands,0.61,3035
biochar_production,83.34,14,6946.41,933.65,Jammu and Kashmir,1.9,5632
solar_power,259.78,8,2096.12,388.02,Maharashtra,0.93,1351
wetland_restoration,456.18,13,2093.5,867.75,Assam,0.65,1756
methane_capture,334.42,5,7076.72,704.04,Lakshadweep,1.96,4883
wetland_restoration,257.74,12,9390.87,679.93,Jammu and Kashmir,1.66,5075
methane_capture,393.81,15,2179.68,812.61,Dadra and Nagar Haveli and Daman and Diu,1.25,2685
geothermal_energy,165.48,17,4692.31,381.61,West Bengal,0.69,1934
sustainable_agriculture,460.92,18,5138.9,637.44,Chhattisgarh,1.9,3964
methane_capture,410.94,9,6342.19,389.4,Uttar Pradesh,1.51,3079
electric_mobility,183.81,15,8718.55,956.4,Assam,1.28,5064
wind_energy,452.52,20,2653.2,284.72,Madhya Pradesh,1.39,1587
electric_mobility,136.34,20,2108.54,548.1,Arunachal Pradesh,1.09,1827
green_building,140.15,16,8803.76,601.44,Kerala,0.51,3255
sustainable_agriculture,252.57,7,1692.83,345.42,Himachal Pradesh,1.25,1371
geothermal_energy,495.85,5,6530.39,455.58,Himachal Pradesh,1.66,3472
biochar_production,411.39,19,6067.82,874.03,Ladakh,1.66,4722
wetland_restoration,349.57,11,2741.22,758.52,Puducherry,1.94,3765
reforestation,21.89,19,6698.76,734.06,Delhi,0.9,3331
wetland_restoration,265.91,11,4558.33,322.2,Madhya Pradesh,0.55,1722
sustainable_agriculture,491.07,7,6056.77,522.1,Chhattisgarh,0.76,2611
geothermal_energy,140.34,15,7068.28,958.32,Ladakh,1.08,4190
reforestation,315.58,12,7319.64,703.0,Puducherry,0.76,3264
carbon_sequestration,261.13,5,4510.05,708.37,Ladakh,1.78,3875
carbon_sequestration,285.87,11,8260.38,855.18,Lakshadweep,1.32,4736
wetland_restoration,391.38,18,8430.14,237.27,Mizoram,1.49,3236
carbon_sequestration,433.02,14,2441.14,491.96,Uttar Pradesh,1.57,2277
wetland_restoration,491.42,20,7184.65,895.82,Kerala,0.94,3840
solar_power,488.56,6,7436.17,351.31,Puducherry,0.86,2835
carbon_sequestration,325.78,19,9849.34,786.97,Andhra Pradesh,1.21,4859
green_building,399.54,17,5602.96,203.49,Jharkhand,1.83,2426
wetland_restoration,357.53,9,6780.31,405.02,Jammu and Kashmir,1.78,3476
geothermal_energy,143.28,11,4940.11,510.79,Andhra Pradesh,1.77,3290
biochar_production,18.63,18,1735.01,626.6,Mizoram,0.56,1222
green_building,38.11,8,2311.22,564.53,Uttar Pradesh,1.19,2037
wetland_restoration,21.24,18,8971.39,271.18,Bihar,1.22,3353
afforestation,107.23,12,9869.06,746.74,Jharkhand,0.73,4051
reforestation,369.68,9,4094.55,545.91,Puducherry,1.95,3357
afforestation,275.38,17,9519.16,359.53,Maharashtra,1.9,4222
electric_mobility,393.0,16,9476.65,442.65,Meghalaya,0.63,3401
reforestation,160.37,14,6587.13,239.91,Chhattisgarh,1.08,2494
reforestation,392.16,15,7748.38,727.41,West Bengal,0.62,3227
wind_energy,41.23,11,9006.95,599.85,Goa,1.4,4382
reforestation,217.5,13,3155.16,197.25,Uttarakhand,1.51,1542
carbon_sequestration,228.95,14,2974.87,421.4,Mizoram,1.27,1963
wetland_restoration,80.52,12,5688.51,549.06,Rajasthan,1.29,3123
afforestation,119.04,19,2223.41,895.64,Haryana,1.37,3121
carbon_sequestration,409.25,12,9859.28,897.84,Haryana,1.98,6513
green_building,247.57,15,4081.01,928.64,Andaman and Nicobar Islands,0.64,2413
geothermal_energy,26.2,16,6763.79,172.43,Andhra Pradesh,1.7,2615
sustainable_agriculture,409.29,8,4913.95,477.53,Himachal Pradesh,1.81,3203
methane_capture,267.97,5,9776.31,465.98,Bihar,1.6,4424
biochar_production,498.48,17,4234.66,616.14,Andhra Pradesh,1.86,3562
green_building,165.71,12,6643.2,201.4,Himachal Pradesh,0.61,2239
methane_capture,442.86,17,3689.04,499.23,Kerala,1.68,2784
wind_energy,170.49,12,9397.24,562.36,Haryana,1.94,5001
carbon_sequestration,225.44,15,9529.83,787.5,Meghalaya,1.56,5316
solar_power,212.53,8,7009.74,457.61,Sikkim,1.3,3293
wind_energy,345.22,11,8730.59,407.15,Maharashtra,0.76,3238
carbon_sequestration,125.92,16,4954.49,814.52,Madhya Pradesh,0.98,3083
methane_capture,344.06,14,3309.26,692.88,Rajasthan,1.9,3626
solar_power,120.87,17,2389.34,339.54,Madhya Pradesh,1.39,1661
biochar_production,444.57,19,8765.01,974.72,Chhattisgarh,1.31,5183
biochar_production,275.15,8,9991.83,586.83,Himachal Pradesh,0.88,4030
electric_mobility,266.27,12,2181.3,996.14,Ladakh,1.66,3962
wetland_restoration,368.52,19,7726.46,848.06,Meghalaya,1.89,5524
geothermal_energy,430.48,13,2233.73,138.45,Dadra and Nagar Haveli and Daman and Diu,1.7,1141
reforestation,189.12,7,1583.59,259.58,Lakshadweep,1.03,1010
wind_energy,250.01,18,2751.51,837.25,Puducherry,0.51,1679
solar_power,9.43,10,5244.54,451.19,Puducherry,1.58,2999
wetland_restoration,416.66,15,9048.4,997.36,Arunachal Pradesh,0.85,4410
green_building,245.85,20,2761.64,247.72,Puducherry,1.22,1433
biochar_production,461.01,6,7769.84,509.86,Delhi,0.77,3116
afforestation,246.55,18,4794.66,901.96,Delhi,1.03,3296
solar_power,183.18,15,5804.82,373.43,Dadra and Nagar Haveli and Daman and Diu,1.02,2503
methane_capture,259.37,19,3505.53,420.24,Mizoram,1.22,2077
carbon_sequestration,376.5,12,4254.1,354.32,Gujarat,0.7,1772
solar_power,90.18,12,8893.85,655.23,Delhi,1.54,4686
afforestation,209.0,9,1973.09,261.91,Andhra Pradesh,0.77,995
wind_energy,127.2,19,6561.09,572.0,Chhattisgarh,1.72,3936
sustainable_agriculture,151.92,19,6811.99,161.29,Arunachal Pradesh,1.07,2389
wind_energy,428.91,9,1994.05,809.56,Punjab,1.79,3496
carbon_sequestration,477.04,5,2548.23,903.52,Uttar Pradesh,1.54,3547
wetland_restoration,208.09,11,2479.15,461.93,Jammu and Kashmir,1.7,2314
green_building,162.44,15,8613.74,299.52,Uttar Pradesh,0.76,3039
biochar_production,320.35,19,1570.5,702.82,Gujarat,1.14,2074
green_building,459.24,9,5188.53,572.72,Chandigarh,1.81,3630
geothermal_energy,198.13,12,5189.03,912.57,Himachal Pradesh,0.75,2926
green_building,295.11,8,3051.2,397.1,Meghalaya,0.67,1447
biochar_production,231.32,9,1261.35,885.81,Arunachal Pradesh,0.8,1796
geothermal_energy,491.04,19,5242.2,835.74,Sikkim,1.71,4431
wetland_restoration,148.68,18,2660.69,700.03,Gujarat,1.73,3220
methane_capture,158.49,12,2155.86,898.6,Telangana,1.6,3522
green_building,369.37,8,4404.8,737.12,Karnataka,0.88,2619
wetland_restoration,126.68,5,3081.79,439.82,Tamil Nadu,1.73,2446
biochar_production,488.0,9,3579.27,568.62,Jharkhand,1.05,2268
green_building,129.68,12,2843.69,843.67,Himachal Pradesh,0.72,2068
green_building,294.63,18,6194.27,377.65,Himachal Pradesh,1.38,2901
solar_power,131.32,7,4199.53,129.88,Assam,0.99,1517
carbon_sequestration,268.76,6,4590.66,812.62,Mizoram,0.95,2921
carbon_sequestration,174.82,15,4029.15,631.6,Odisha,1.6,3230
wind_energy,16.34,8,6160.01,598.08,Andhra Pradesh,0.59,2554
solar_power,177.57,17,8462.04,204.8,Tamil Nadu,1.58,3186
geothermal_energy,384.68,5,7798.06,684.08,Madhya Pradesh,1.52,4419
electric_mobility,134.18,13,3094.34,376.29,Uttarakhand,1.44,2012
wetland_restoration,427.85,14,1981.08,832.36,Arunachal Pradesh,1.43,2975
wind_energy,473.1,20,1719.04,149.5,Karnataka,0.59,692
wind_energy,162.56,16,3726.99,253.03,Telangana,1.82,2039
sustainable_agriculture,98.95,11,2534.44,100.9,Chhattisgarh,1.81,1126
solar_power,347.74,6,5225.77,911.85,Delhi,0.89,3191
biochar_production,132.95,17,7299.77,371.08,Gujarat,1.38,3214
reforestation,183.23,10,1719.96,536.19,Haryana,0.93,1513
sustainable_agriculture,143.29,9,1848.12,526.38,Chhattisgarh,0.86,1460
wind_energy,499.07,8,8734.04,165.27,Puducherry,1.52,3123
electric_mobility,323.24,14,3847.81,220.2,Mizoram,0.87,1537
green_building,155.1,5,3154.2,274.74,Uttar Pradesh,0.51,1226
methane_capture,289.21,14,9537.79,947.27,Odisha,1.2,5135
wind_energy,441.52,14,3598.54,683.42,Meghalaya,1.29,2843
green_building,450.26,17,6606.97,569.9,Ladakh,0.86,2962
methane_capture,431.42,7,7951.49,244.96,Manipur,0.64,2699
green_building,79.75,12,4416.19,887.01,Odisha,0.68,2531
biochar_production,266.57,14,5685.62,552.71,Tripura,1.75,3640
afforestation,49.58,6,5862.72,550.2,Punjab,1.59,3508
methane_capture,99.71,16,3860.46,469.96,Odisha,1.88,2925
afforestation,45.19,16,7058.69,583.07,Odisha,1.2,3517
sustainable_agriculture,201.27,15,4706.17,903.28,Punjab,1.49,4104
wind_energy,446.52,18,1418.94,500.24,Haryana,1.55,1976
geothermal_energy,13.36,7,7203.02,672.76,Karnataka,0.63,3009
sustainable_agriculture,331.82,12,7786.81,222.37,Nagaland,1.18,2861
afforestation,99.65,18,9537.05,997.7,Tripura,1.16,5176
green_building,171.61,14,4706.79,661.92,Tripura,0.9,2603
green_building,292.46,20,3692.41,381.45,Odisha,1.65,2367
carbon_sequestration,115.07,16,6160.21,620.73,Dadra and Nagar Haveli and Daman and Diu,1.48,3685
wetland_restoration,5.01,15,5901.61,761.27,Uttarakhand,0.91,3156
geothermal_energy,218.96,5,2389.11,447.81,Kerala,1.27,1854
afforestation,42.81,10,7246.47,622.38,Jammu and Kashmir,1.2,3668
solar_power,386.12,20,4888.74,655.27,Madhya Pradesh,1.5,3432
wetland_restoration,179.91,13,8850.25,387.57,Chandigarh,1.65,3934
methane_capture,238.61,15,9447.06,852.06,Jammu and Kashmir,1.8,5902
green_building,414.05,18,2628.5,244.88,Bihar,1.01,1283
afforestation,190.62,10,9108.68,702.94,Madhya Pradesh,1.63,5024
reforestation,74.61,11,5052.39,310.93,Arunachal Pradesh,0.74,1976
geothermal_energy,143.21,8,8952.95,224.09,Odisha,1.17,3210
biochar_production,341.93,10,2973.47,932.54,Chhattisgarh,1.66,3988
geothermal_energy,438.64,14,2416.37,493.77,Chandigarh,1.55,2256
methane_capture,38.75,13,1469.78,391.39,Maharashtra,1.45,1576
green_building,32.27,6,9462.85,279.97,Telangana,0.81,3292
biochar_production,308.03,10,6911.82,990.0,West Bengal,0.54,3143
sustainable_agriculture,131.05,7,7363.33,721.85,Odisha,1.77,4764
carbon_sequestration,132.25,5,2112.87,460.05,Assam,0.79,1361
wetland_restoration,143.82,11,3313.47,325.77,Mizoram,1.54,1997
wetland_restoration,203.99,11,5924.63,394.26,Madhya Pradesh,0.68,2314
carbon_sequestration,35.94,7,5416.32,549.82,Tripura,1.12,2856
wind_energy,472.94,19,1738.85,918.73,Delhi,1.22,2763
solar_power,405.73,9,2285.92,399.23,Delhi,0.59,1157
carbon_sequestration,151.85,8,5896.91,451.02,Mizoram,1.7,3303
sustainable_agriculture,416.99,15,4702.92,138.9,Sikkim,0.89,1658
reforestation,446.68,17,1821.9,927.52,Assam,1.92,4108
afforestation,162.63,19,5728.96,238.63,Bihar,1.21,2296
reforestation,335.43,13,6471.39,826.78,Kerala,1.05,3678
biochar_production,105.57,14,8401.07,942.39,Mizoram,1.98,6252
biochar_production,69.1,19,6081.52,107.29,Puducherry,0.51,1934
wetland_restoration,355.7,7,8325.31,301.29,Maharashtra,0.51,2805
carbon_sequestration,299.07,5,1542.59,476.92,Dadra and Nagar Haveli and Daman and Diu,1.89,2266
wind_energy,200.43,20,7879.37,350.22,Jammu and Kashmir,1.12,3148
wetland_restoration,266.8,20,4236.32,983.76,Andaman and Nicobar Islands,1.32,3868
solar_power,438.46,11,3013.7,875.41,Dadra and Nagar Haveli and Daman and Diu,1.47,3478
sustainable_agriculture,417.84,12,3589.25,810.15,Kerala,0.85,2454
biochar_production,499.91,17,9001.32,474.74,Kerala,1.42,4049
reforestation,376.17,14,9976.24,248.99,Kerala,0.77,3376
afforestation,48.86,5,7395.86,874.45,Meghalaya,1.91,5559
reforestation,374.52,18,1406.93,384.06,Gujarat,1.64,1682
solar_power,242.54,18,3684.4,309.76,Meghalaya,0.52,1427
methane_capture,357.35,19,3108.8,240.6,Uttar Pradesh,0.5,1173
electric_mobility,468.77,8,3854.47,968.07,Jammu and Kashmir,0.94,2976
biochar_production,224.55,7,5055.36,256.18,Mizoram,1.08,2070
solar_power,479.66,14,5189.49,399.31,Assam,1.29,2587
biochar_production,105.66,13,8930.93,359.43,West Bengal,0.53,3060
methane_capture,31.83,15,9147.17,985.77,Tripura,1.57,5839
electric_mobility,356.4,20,6974.14,966.35,Gujarat,0.71,3464
carbon_sequestration,480.48,12,3498.1,298.17,Andhra Pradesh,1.5,1944
green_building,349.13,10,3360.67,309.87,Himachal Pradesh,1.85,2155
electric_mobility,426.36,5,5220.5,726.64,Ladakh,0.87,2831
solar_power,359.05,5,9486.48,658.56,Gujarat,1.38,4664
wetland_restoration,432.87,13,2721.7,171.56,Chandigarh,1.68,1393
methane_capture,362.21,9,9001.87,527.22,Rajasthan,1.87,4672
green_building,417.63,6,7630.75,963.96,West Bengal,0.87,3967
geothermal_energy,99.55,17,1876.26,541.33,Mizoram,1.62,2317
sustainable_agriculture,201.63,14,7705.77,838.14,Bihar,1.36,4591
methane_capture,303.22,20,3700.21,426.42,Jharkhand,1.05,2006
electric_mobility,254.31,5,2816.43,450.12,Rajasthan,0.65,1430
green_building,209.0,5,2411.14,132.04,Punjab,1.62,1151
biochar_production,279.91,18,8253.12,699.39,West Bengal,0.55,3245
solar_power,240.19,7,2293.22,588.48,Chhattisgarh,1.39,2324
solar_power,390.87,7,5847.6,910.65,Jammu and Kashmir,1.54,4559
biochar_production,467.22,14,3919.89,414.18,Andaman and Nicobar Islands,1.23,2195
sustainable_agriculture,320.01,20,5112.37,257.68,Rajasthan,1.33,2219
green_building,456.72,6,9758.47,644.74,Manipur,1.24,4526
biochar_production,385.63,9,4302.67,656.04,Ladakh,1.84,3705
reforestation,454.51,17,6457.76,152.65,Gujarat,1.01,2246
green_building,91.04,9,7782.85,695.65,Uttar Pradesh,1.47,4380
green_building,209.8,12,2815.54,437.24,Telangana,0.54,1317
reforestation,179.75,19,7394.2,137.69,Andaman and Nicobar Islands,0.57,2375
wetland_restoration,494.46,11,7903.5,513.51,Goa,1.84,4261
afforestation,236.49,18,7652.9,456.12,Sikkim,0.88,3099
reforestation,456.5,6,7809.01,745.24,Assam,1.99,5309
green_building,446.43,16,4898.64,976.36,Arunachal Pradesh,1.0,3422
green_building,56.88,19,3218.58,145.63,Punjab,0.59,1137
solar_power,183.84,12,1707.85,825.19,Manipur,0.67,1618
reforestation,161.82,11,7449.87,175.99,Karnataka,0.79,2513
carbon_sequestration,214.75,16,5713.61,741.54,Chhattisgarh,0.96,3138
sustainable_agriculture,189.67,17,1575.45,578.62,Tripura,1.82,2579
carbon_sequestration,8.21,10,9496.57,974.37,Meghalaya,1.46,5694
electric_mobility,319.46,17,7957.63,261.68,Madhya Pradesh,1.14,2984
geothermal_energy,175.87,10,3050.78,799.62,Haryana,1.73,3682
sustainable_agriculture,239.07,13,5432.08,307.4,Maharashtra,1.11,2312
reforestation,174.09,12,5677.8,276.99,Rajasthan,0.82,2158
electric_mobility,421.58,8,4304.48,175.2,Nagaland,1.47,1806
electric_mobility,254.61,8,7877.28,890.65,Manipur,0.57,3379
geothermal_energy,111.99,9,5364.62,473.27,Arunachal Pradesh,0.99,2546
electric_mobility,138.83,10,2313.34,400.67,Nagaland,1.4,1816
reforestation,361.38,11,4238.75,602.39,Punjab,1.56,3151
solar_power,31.71,5,4070.33,795.91,Maharashtra,1.91,4261
wetland_restoration,263.38,16,3139.92,599.45,Manipur,1.67,2944
methane_capture,151.69,12,5050.51,374.68,Mizoram,0.87,2167
electric_mobility,6.77,20,5655.25,635.45,Dadra and Nagar Haveli and Daman and Diu,1.39,3463
electric_mobility,102.48,14,5386.41,610.14,Gujarat,1.04,2885
green_building,476.16,12,8491.53,767.55,Lakshadweep,0.8,3776
wetland_restoration,496.51,12,2726.44,367.22,Jharkhand,1.69,2059
solar_power,175.66,8,9732.13,331.12,Maharashtra,1.03,3602
green_building,397.99,6,6752.49,833.8,Telangana,0.56,2960
methane_capture,380.93,20,1587.57,830.99,Haryana,0.95,2055
reforestation,421.28,6,7934.04,910.46,Nagaland,1.32,4784
methane_capture,370.23,6,1965.6,688.21,Kerala,1.62,2819
wind_energy,219.49,12,4977.65,991.95,Chhattisgarh,1.8,5064
afforestation,398.08,8,8225.75,274.84,Rajasthan,1.68,3391
solar_power,232.07,10,4031.29,831.48,Odisha,1.2,3205
methane_capture,305.4,5,2363.99,770.61,Telangana,1.06,2343
wetland_restoration,106.05,19,4724.48,751.17,Jharkhand,0.51,2184
biochar_production,406.37,6,7520.23,671.43,Madhya Pradesh,1.64,4458
electric_mobility,135.48,12,3194.43,832.24,Gujarat,1.24,3022
methane_capture,322.89,9,1613.13,623.25,Dadra and Nagar Haveli and Daman and Diu,1.45,2291
wetland_restoration,372.35,8,1681.74,118.19,Madhya Pradesh,0.73,677
methane_capture,482.86,20,3210.06,961.31,Andaman and Nicobar Islands,0.63,2174
geothermal_energy,469.02,19,1673.93,528.03,Mizoram,0.82,1368
electric_mobility,223.32,20,3511.01,284.39,Gujarat,1.08,1668
wind_energy,299.97,9,6913.59,359.49,Himachal Pradesh,1.82,3383
green_building,444.56,16,9969.48,191.02,Uttarakhand,1.31,3491
electric_mobility,89.91,7,5190.02,119.34,Madhya Pradesh,0.57,1693
green_building,145.1,18,8474.4,321.41,Tripura,0.95,3153
biochar_production,265.6,9,3376.26,616.48,Uttarakhand,1.82,3257
reforestation,374.59,19,8131.54,549.06,Dadra and Nagar Haveli and Daman and Diu,1.42,3999
biochar_production,315.38,15,7366.11,132.9,Madhya Pradesh,0.62,2375
afforestation,41.62,19,4574.37,452.87,West Bengal,1.56,2785
biochar_production,98.28,20,5425.68,512.22,Rajasthan,1.28,2939
geothermal_energy,19.0,12,3596.6,705.05,Chhattisgarh,1.14,2686
afforestation,409.23,20,3716.26,366.78,Chhattisgarh,1.93,2531
sustainable_agriculture,252.82,7,2755.69,654.53,Tripura,1.31,2542
biochar_production,18.5,15,7706.24,535.39,Maharashtra,0.96,3340
electric_mobility,274.88,11,9370.4,605.83,Haryana,1.46,4580
solar_power,288.92,8,7245.61,790.53,Uttarakhand,0.99,3739
afforestation,343.22,17,4940.67,466.33,Delhi,0.75,2182
wind_energy,132.39,18,5148.36,408.5,Mizoram,1.42,2705
solar_power,227.82,15,5678.56,154.45,Ladakh,1.13,2053
wetland_restoration,85.01,17,8545.0,442.04,Lakshadweep,1.8,4155
wetland_restoration,275.51,10,3633.95,577.02,Assam,1.56,2890
geothermal_energy,149.16,14,2484.06,470.83,Jharkhand,1.19,1866
afforestation,187.91,19,3870.18,534.36,Jharkhand,1.2,2444
green_building,49.16,9,8417.42,397.22,Himachal Pradesh,0.99,3312
electric_mobility,56.34,9,4316.97,792.7,Assam,1.46,3610
wind_energy,458.69,6,6904.02,469.34,Mizoram,0.9,2916
geothermal_energy,147.01,12,9019.44,372.04,Dadra and Nagar Haveli and Daman and Diu,0.55,3115
green_building,97.54,15,1688.38,691.51,Jharkhand,0.65,1405
electric_mobility,440.09,13,2919.27,637.4,Bihar,1.93,3336
biochar_production,131.11,14,1621.91,621.74,Arunachal Pradesh,0.56,1183
biochar_production,217.3,8,3974.5,676.69,Gujarat,1.68,3466
biochar_production,92.02,12,4359.91,114.94,Chandigarh,1.98,1763
green_building,296.06,13,4478.96,993.99,Punjab,1.13,3590
afforestation,123.27,11,1189.91,571.52,Arunachal Pradesh,0.96,1454
sustainable_agriculture,395.75,20,5153.82,626.34,Chandigarh,0.64,2348
wetland_restoration,241.88,19,7865.23,785.88,Uttar Pradesh,1.26,4340
green_building,256.62,16,8527.39,795.22,Bihar,0.99,4133
solar_power,468.02,12,4809.2,822.01,Karnataka,1.34,3646
afforestation,141.62,13,3441.27,815.51,Chhattisgarh,1.65,3724
wind_energy,92.29,16,8985.39,851.56,Madhya Pradesh,1.26,4842
carbon_sequestration,76.34,11,5980.1,459.92,Odisha,1.59,3257
geothermal_energy,429.48,16,9577.96,601.12,Karnataka,1.62,4821
solar_power,206.62,14,2439.32,155.33,Karnataka,0.98,1036
afforestation,358.87,13,2791.98,555.07,Karnataka,1.93,2980
wind_energy,499.51,19,6526.59,984.87,Jammu and Kashmir,1.23,4381
green_building,90.05,17,9949.49,669.64,Madhya Pradesh,1.59,5114
afforestation,158.36,10,3248.32,745.54,Dadra and Nagar Haveli and Daman and Diu,0.65,1944
green_building,54.77,7,1457.86,716.77,Chandigarh,1.26,2244
carbon_sequestration,144.94,18,7797.97,160.13,Puducherry,1.53,2829
wind_energy,322.07,13,2899.09,835.64,Uttar Pradesh,0.83,2257
electric_mobility,449.35,8,8281.81,781.13,Lakshadweep,0.79,3719
reforestation,286.11,19,5315.49,599.73,West Bengal,1.91,3886
green_building,174.78,17,4161.27,715.68,Lakshadweep,0.57,2064
methane_capture,130.28,10,6636.33,417.41,Uttarakhand,0.95,2784
